year,month,day,births,day_of_year,day_of_week
1977,3,13,7938,73,7
1977,3,14,9378,74,1
1977,3,15,9684,75,2
1977,3,16,9467,76,3
1977,3,17,9312,77,4
1977,3,18,9260,78,5
1977,3,19,8170,79,6
1977,3,20,7836,80,7
1977,3,21,9082,81,1
1977,3,22,9534,82,2
1977,3,23,9172,83,3
1977,3,24,9255,84,4
1977,3,25,9345,85,5
1977,3,26,7959,86,6
1977,3,27,7769,87,7
1977,3,28,9297,88,1
1977,3,29,9649,89,2
1977,3,30,9410,90,3
1977,3,31,9445,91,4
1977,4,1,8997,92,5
1977,4,2,8058,93,6
1977,4,3,7956,94,7
1977,4,4,9286,95,1
1977,4,5,9506,96,2
1977,4,6,9129,97,3
1977,4,7,9148,98,4
1977,4,8,8991,99,5
1977,4,9,7734,100,6
1977,4,10,7376,101,7
1977,4,11,8971,102,1
1977,4,12,9676,103,2
1977,4,13,9216,104,3
1977,4,14,9101,105,4
1977,4,15,9299,106,5
1977,4,16,8039,107,6
1977,4,17,7593,108,7
1977,4,18,9357,109,1
1977,4,19,9691,110,2
1977,4,20,9267,111,3
1977,4,21,9144,112,4
1977,4,22,9158,113,5
1977,4,23,7919,114,6
1977,4,24,7202,115,7
1977,4,25,9011,116,1
1977,4,26,9432,117,2
1977,4,27,8823,118,3
1977,4,28,8984,119,4
1977,4,29,8931,120,5
1977,4,30,7866,121,6
1977,5,1,7634,122,7
1977,5,2,9385,123,1
1977,5,3,9444,124,2
1977,5,4,9397,125,3
1977,5,5,9386,126,4
1977,5,6,9535,127,5
1977,5,7,8082,128,6
1977,5,8,7643,129,7
1977,5,9,8849,130,1
1977,5,10,9404,131,2
1977,5,11,8892,132,3
1977,5,12,9210,133,4
1977,5,13,9314,134,5
1977,5,14,8108,135,6
1977,5,15,7521,136,7
1977,5,16,9489,137,1
1977,5,17,9642,138,2
1977,5,18,9413,139,3
1977,5,19,9243,140,4
1977,5,20,9454,141,5
1977,5,21,7894,142,6
1977,5,22,7731,143,7
1977,5,23,9421,144,1
1977,5,24,9603,145,2
1977,5,25,9528,146,3
1977,5,26,9368,147,4
1977,5,27,9609,148,5
1977,5,28,8084,149,6
1977,5,29,7744,150,7
1977,5,30,7745,151,1
1977,5,31,9397,152,2
1977,6,1,9668,153,3
1977,6,2,9344,154,4
1977,6,3,9425,155,5
1977,6,4,8049,156,6
1977,6,5,7889,157,7
1977,6,6,9274,158,1
1977,6,7,9547,159,2
1977,6,8,9205,160,3
1977,6,9,9393,161,4
1977,6,10,9237,162,5
1977,6,11,8020,163,6
1977,6,12,7613,164,7
1977,6,13,9329,165,1
1977,6,14,9629,166,2
1977,6,15,9539,167,3
1977,6,16,9736,168,4
1977,6,17,9746,169,5
1977,6,18,8227,170,6
1977,6,19,7795,171,7
1977,6,20,9528,172,1
1977,6,21,9668,173,2
1977,6,22,9423,174,3
1977,6,23,9489,175,4
1977,6,24,9612,176,5
1977,6,25,8338,177,6
1977,6,26,8038,178,7
1977,6,27,9657,179,1
1977,6,28,9994,180,2
1977,6,29,9735,181,3
1977,6,30,9612,182,4
1977,7,1,9746,183,5
1977,7,2,8311,184,6
1977,7,3,7861,185,7
1977,7,4,8171,186,1
1977,7,5,9648,187,2
1977,7,6,10533,188,3
1977,7,7,10424,189,4
1977,7,8,10234,190,5
1977,7,9,8793,191,6
1977,7,10,7983,192,7
1977,7,11,9590,193,1
1977,7,12,9997,194,2
1977,7,13,9920,195,3
1977,7,14,10054,196,4
1977,7,15,10176,197,5
1977,7,16,8667,198,6
1977,7,17,8058,199,7
1977,7,18,9781,200,1
1977,7,19,10173,201,2
1977,7,20,10132,202,3
1977,7,21,9878,203,4
1977,7,22,10180,204,5
1977,7,23,8488,205,6
1977,7,24,8186,206,7
1977,7,25,9771,207,1
1977,7,26,10128,208,2
1977,7,27,9688,209,3
1977,7,28,9826,210,4
1977,7,29,10084,211,5
1977,7,30,8817,212,6
1977,7,31,8223,213,7
1977,8,1,9810,214,1
1977,8,2,10281,215,2
1977,8,3,9890,216,3
1977,8,4,9820,217,4
1977,8,5,10300,218,5
1977,8,6,8808,219,6
1977,8,7,8401,220,7
1977,8,8,9955,221,1
1977,8,9,10272,222,2
1977,8,10,10212,223,3
1977,8,11,9760,224,4
1977,8,12,10099,225,5
1977,8,13,8669,226,6
1977,8,14,8245,227,7
1977,8,15,9852,228,1
1977,8,16,10359,229,2
1977,8,17,9908,230,3
1977,8,18,9856,231,4
1977,8,19,10003,232,5
1977,8,20,8531,233,6
1977,8,21,8369,234,7
1977,8,22,9978,235,1
1977,8,23,10413,236,2
1977,8,24,10118,237,3
1977,8,25,10022,238,4
1977,8,26,9927,239,5
1977,8,27,8821,240,6
1977,8,28,8564,241,7
1977,8,29,9876,242,1
1977,8,30,10418,243,2
1977,8,31,10153,244,3
1977,9,1,9952,245,4
1977,9,2,10187,246,5
1977,9,3,8633,247,6
1977,9,4,8148,248,7
1977,9,5,8338,249,1
1977,9,6,10095,250,2
1977,9,7,10330,251,3
1977,9,8,10120,252,4
1977,9,9,10294,253,5
1977,9,10,8771,254,6
1977,9,11,8380,255,7
1977,9,12,9998,256,1
1977,9,13,10177,257,2
1977,9,14,10223,258,3
1977,9,15,10161,259,4
1977,9,16,10490,260,5
1977,9,17,9161,261,6
1977,9,18,8728,262,7
1977,9,19,10278,263,1
1977,9,20,10647,264,2
1977,9,21,10392,265,3
1977,9,22,10040,266,4
1977,9,23,10328,267,5
1977,9,24,9003,268,6
1977,9,25,8617,269,7
1977,9,26,10379,270,1
1977,9,27,10528,271,2
1977,9,28,10100,272,3
1977,9,29,10080,273,4
1977,9,30,10346,274,5
1977,10,1,9034,275,6
1977,10,2,8617,276,7
1977,10,3,10010,277,1
1977,10,4,10176,278,2
1977,10,5,9804,279,3
1977,10,6,9826,280,4
1977,10,7,9972,281,5
1977,10,8,8560,282,6
1977,10,9,8320,283,7
1977,10,10,9646,284,1
1977,10,11,9929,285,2
1977,10,12,9643,286,3
1977,10,13,9592,287,4
1977,10,14,9625,288,5
1977,10,15,8388,289,6
1977,10,16,8243,290,7
1977,10,17,9504,291,1
1977,10,18,9678,292,2
1977,10,19,9650,293,3
1977,10,20,9586,294,4
1977,10,21,9681,295,5
1977,10,22,8276,296,6
1977,10,23,7823,297,7
1977,10,24,9232,298,1
1977,10,25,9785,299,2
1977,10,26,9567,300,3
1977,10,27,9431,301,4
1977,10,28,9397,302,5
1977,10,29,8183,303,6
1977,10,30,8079,304,7
1977,10,31,9037,305,1
1977,11,1,9603,306,2
1977,11,2,9131,307,3
1977,11,3,9412,308,4
1977,11,4,9585,309,5
1977,11,5,8238,310,6
1977,11,6,7842,311,7
1977,11,7,9438,312,1
1977,11,8,9775,313,2
1977,11,9,9282,314,3
1977,11,10,9418,315,4
1977,11,11,9245,316,5
1977,11,12,8004,317,6
1977,11,13,7895,318,7
1977,11,14,9230,319,1
1977,11,15,9756,320,2
1977,11,16,9419,321,3
1977,11,17,9518,322,4
1977,11,18,9548,323,5
1977,11,19,8172,324,6
1977,11,20,7686,325,7
1977,11,21,9570,326,1
1977,11,22,9576,327,2
1977,11,23,9377,328,3
1977,11,24,7708,329,4
1977,11,25,8772,330,5
1977,11,26,8009,331,6
1977,11,27,7727,332,7
1977,11,28,9490,333,1
1977,11,29,9619,334,2
1977,11,30,9371,335,3
1977,12,1,9210,336,4
1977,12,2,9246,337,5
1977,12,3,7942,338,6
1977,12,4,7609,339,7
1977,12,5,9358,340,1
1977,12,6,9505,341,2
1977,12,7,9075,342,3
1977,12,8,9261,343,4
1977,12,9,9230,344,5
1977,12,10,7964,345,6
1977,12,11,7503,346,7
1977,12,12,9264,347,1
1977,12,13,9533,348,2
1977,12,14,9224,349,3
1977,12,15,9430,350,4
1977,12,16,9586,351,5
1977,12,17,8173,352,6
1977,12,18,7583,353,7
1977,12,19,9908,354,1
1977,12,20,9899,355,2
1977,12,21,9267,356,3
1977,12,22,8519,357,4
1977,12,23,8049,358,5
1977,12,24,7354,359,6
1977,12,25,7404,360,7
1977,12,26,7512,361,1
1977,12,27,9189,362,2
1977,12,28,9733,363,3
1977,12,29,9734,364,4
1977,12,30,9806,365,5
1977,12,31,7982,366,6
1978,1,1,7716,1,7
1978,1,2,7543,2,1
1978,1,3,8833,3,2
1978,1,4,8870,4,3
1978,1,5,9053,5,4
1978,1,6,9224,6,5
1978,1,7,8091,7,6
1978,1,8,7622,8,7
1978,1,9,9187,9,1
1978,1,10,9095,10,2
1978,1,11,9220,11,3
1978,1,12,9276,12,4
1978,1,13,9154,13,5
1978,1,14,8314,14,6
1978,1,15,7783,15,7
1978,1,16,9472,16,1
1978,1,17,9347,17,2
1978,1,18,9134,18,3
1978,1,19,9240,19,4
1978,1,20,9316,20,5
1978,1,21,7963,21,6
1978,1,22,7573,22,7
1978,1,23,9263,23,1
1978,1,24,9426,24,2
1978,1,25,9103,25,3
1978,1,26,9397,26,4
1978,1,27,8992,27,5
1978,1,28,7959,28,6
1978,1,29,7537,29,7
1978,1,30,9194,30,1
1978,1,31,9165,31,2
1978,2,1,9171,32,3
1978,2,2,9237,33,4
1978,2,3,9184,34,5
1978,2,4,8079,35,6
1978,2,5,7820,36,7
1978,2,6,9236,37,1
1978,2,7,9348,38,2
1978,2,8,9154,39,3
1978,2,9,9262,40,4
1978,2,10,9534,41,5
1978,2,11,8155,42,6
1978,2,12,7965,43,7
1978,2,13,8975,44,1
1978,2,14,9864,45,2
1978,2,15,9296,46,3
1978,2,16,9115,47,4
1978,2,17,9251,48,5
1978,2,18,8183,49,6
1978,2,19,7708,50,7
1978,2,20,9036,51,1
1978,2,21,9266,52,2
1978,2,22,9353,53,3
1978,2,23,9283,54,4
1978,2,24,9566,55,5
1978,2,25,8331,56,6
1978,2,26,7895,57,7
1978,2,27,9272,58,1
1978,2,28,9717,59,2
1978,3,1,9144,61,3
1978,3,2,9320,62,4
1978,3,3,9445,63,5
1978,3,4,8030,64,6
1978,3,5,7811,65,7
1978,3,6,9302,66,1
1978,3,7,9585,67,2
1978,3,8,9221,68,3
1978,3,9,9231,69,4
1978,3,10,9597,70,5
1978,3,11,8157,71,6
1978,3,12,7884,72,7
1978,3,13,9036,73,1
1978,3,14,9537,74,2
1978,3,15,9299,75,3
1978,3,16,9337,76,4
1978,3,17,9488,77,5
1978,3,18,7972,78,6
1978,3,19,7741,79,7
1978,3,20,9145,80,1
1978,3,21,9679,81,2
1978,3,22,9321,82,3
1978,3,23,9169,83,4
1978,3,24,9164,84,5
1978,3,25,7887,85,6
1978,3,26,7595,86,7
1978,3,27,9113,87,1
1978,3,28,9303,88,2
1978,3,29,9206,89,3
1978,3,30,8917,90,4
1978,3,31,9330,91,5
1978,4,1,8081,92,6
1978,4,2,7699,93,7
1978,4,3,9127,94,1
1978,4,4,9450,95,2
1978,4,5,8860,96,3
1978,4,6,8981,97,4
1978,4,7,9087,98,5
1978,4,8,7903,99,6
1978,4,9,7463,100,7
1978,4,10,8881,101,1
1978,4,11,9034,102,2
1978,4,12,8619,103,3
1978,4,13,8734,104,4
1978,4,14,9028,105,5
1978,4,15,7533,106,6
1978,4,16,7201,107,7
1978,4,17,8713,108,1
1978,4,18,9215,109,2
1978,4,19,8728,110,3
1978,4,20,8594,111,4
1978,4,21,8902,112,5
1978,4,22,7797,113,6
1978,4,23,7315,114,7
1978,4,24,9031,115,1
1978,4,25,9092,116,2
1978,4,26,9027,117,3
1978,4,27,8859,118,4
1978,4,28,9055,119,5
1978,4,29,7764,120,6
1978,4,30,7152,121,7
1978,5,1,8907,122,1
1978,5,2,9426,123,2
1978,5,3,9063,124,3
1978,5,4,8680,125,4
1978,5,5,9106,126,5
1978,5,6,7730,127,6
1978,5,7,7398,128,7
1978,5,8,8996,129,1
1978,5,9,9317,130,2
1978,5,10,9288,131,3
1978,5,11,8914,132,4
1978,5,12,8981,133,5
1978,5,13,7767,134,6
1978,5,14,7390,135,7
1978,5,15,9212,136,1
1978,5,16,9212,137,2
1978,5,17,8927,138,3
1978,5,18,9060,139,4
1978,5,19,9018,140,5
1978,5,20,8078,141,6
1978,5,21,7580,142,7
1978,5,22,9102,143,1
1978,5,23,9221,144,2
1978,5,24,9208,145,3
1978,5,25,9193,146,4
1978,5,26,9532,147,5
1978,5,27,8021,148,6
1978,5,28,7797,149,7
1978,5,29,7793,150,1
1978,5,30,9637,151,2
1978,5,31,9613,152,3
1978,6,1,9450,153,4
1978,6,2,9313,154,5
1978,6,3,7982,155,6
1978,6,4,7408,156,7
1978,6,5,9136,157,1
1978,6,6,9613,158,2
1978,6,7,9348,159,3
1978,6,8,9090,160,4
1978,6,9,9374,161,5
1978,6,10,8048,162,6
1978,6,11,7584,163,7
1978,6,12,9208,164,1
1978,6,13,9269,165,2
1978,6,14,9234,166,3
1978,6,15,9183,167,4
1978,6,16,9362,168,5
1978,6,17,8244,169,6
1978,6,18,7794,170,7
1978,6,19,9553,171,1
1978,6,20,9683,172,2
1978,6,21,9278,173,3
1978,6,22,9411,174,4
1978,6,23,9601,175,5
1978,6,24,8132,176,6
1978,6,25,8102,177,7
1978,6,26,9353,178,1
1978,6,27,9858,179,2
1978,6,28,9709,180,3
1978,6,29,9641,181,4
1978,6,30,10098,182,5
1978,7,1,8218,183,6
1978,7,2,7991,184,7
1978,7,3,9294,185,1
1978,7,4,8448,186,2
1978,7,5,9689,187,3
1978,7,6,10204,188,4
1978,7,7,10255,189,5
1978,7,8,8791,190,6
1978,7,9,8112,191,7
1978,7,10,9887,192,1
1978,7,11,9868,193,2
1978,7,12,9716,194,3
1978,7,13,9995,195,4
1978,7,14,10449,196,5
1978,7,15,8870,197,6
1978,7,16,8426,198,7
1978,7,17,10037,199,1
1978,7,18,10376,200,2
1978,7,19,10025,201,3
1978,7,20,10401,202,4
1978,7,21,10342,203,5
1978,7,22,9082,204,6
1978,7,23,8577,205,7
1978,7,24,9977,206,1
1978,7,25,10361,207,2
1978,7,26,10111,208,3
1978,7,27,10206,209,4
1978,7,28,10324,210,5
1978,7,29,8695,211,6
1978,7,30,8494,212,7
1978,7,31,9902,213,1
1978,8,1,10164,214,2
1978,8,2,9838,215,3
1978,8,3,10144,216,4
1978,8,4,10063,217,5
1978,8,5,8757,218,6
1978,8,6,8456,219,7
1978,8,7,10219,220,1
1978,8,8,10460,221,2
1978,8,9,10163,222,3
1978,8,10,10307,223,4
1978,8,11,10184,224,5
1978,8,12,8966,225,6
1978,8,13,8547,226,7
1978,8,14,10145,227,1
1978,8,15,10520,228,2
1978,8,16,10072,229,3
1978,8,17,10400,230,4
1978,8,18,10377,231,5
1978,8,19,8927,232,6
1978,8,20,8493,233,7
1978,8,21,9987,234,1
1978,8,22,10241,235,2
1978,8,23,9914,236,3
1978,8,24,10168,237,4
1978,8,25,10186,238,5
1978,8,26,8802,239,6
1978,8,27,8471,240,7
1978,8,28,10016,241,1
1978,8,29,10400,242,2
1978,8,30,10081,243,3
1978,8,31,9866,244,4
1978,9,1,10133,245,5
1978,9,2,8591,246,6
1978,9,3,8366,247,7
1978,9,4,8492,248,1
1978,9,5,10044,249,2
1978,9,6,10720,250,3
1978,9,7,10309,251,4
1978,9,8,10384,252,5
1978,9,9,9035,253,6
1978,9,10,8650,254,7
1978,9,11,10165,255,1
1978,9,12,10439,256,2
1978,9,13,10170,257,3
1978,9,14,10279,258,4
1978,9,15,10283,259,5
1978,9,16,9187,260,6
1978,9,17,8725,261,7
1978,9,18,10324,262,1
1978,9,19,10728,263,2
1978,9,20,10504,264,3
1978,9,21,10518,265,4
1978,9,22,10370,266,5
1978,9,23,8751,267,6
1978,9,24,8661,268,7
1978,9,25,10434,269,1
1978,9,26,10518,270,2
1978,9,27,10359,271,3
1978,9,28,10198,272,4
1978,9,29,10386,273,5
1978,9,30,8663,274,6
1978,10,1,8701,275,7
1978,10,2,9949,276,1
1978,10,3,10388,277,2
1978,10,4,9945,278,3
1978,10,5,9964,279,4
1978,10,6,10066,280,5
1978,10,7,8623,281,6
1978,10,8,8391,282,7
1978,10,9,9784,283,1
1978,10,10,10361,284,2
1978,10,11,9893,285,3
1978,10,12,9834,286,4
1978,10,13,9777,287,5
1978,10,14,8566,288,6
1978,10,15,7890,289,7
1978,10,16,9547,290,1
1978,10,17,9956,291,2
1978,10,18,9409,292,3
1978,10,19,9514,293,4
1978,10,20,9644,294,5
1978,10,21,8423,295,6
1978,10,22,7949,296,7
1978,10,23,9436,297,1
1978,10,24,9588,298,2
1978,10,25,9338,299,3
1978,10,26,9515,300,4
1978,10,27,9551,301,5
1978,10,28,8425,302,6
1978,10,29,8168,303,7
1978,10,30,9472,304,1
1978,10,31,9349,305,2
1978,11,1,9340,306,3
1978,11,2,9261,307,4
1978,11,3,9787,308,5
1978,11,4,8263,309,6
1978,11,5,8027,310,7
1978,11,6,9526,311,1
1978,11,7,9789,312,2
1978,11,8,9524,313,3
1978,11,9,9622,314,4
1978,11,10,9673,315,5
1978,11,11,8367,316,6
1978,11,12,7986,317,7
1978,11,13,9629,318,1
1978,11,14,10031,319,2
1978,11,15,9551,320,3
1978,11,16,9578,321,4
1978,11,17,9856,322,5
1978,11,18,8445,323,6
1978,11,19,7877,324,7
1978,11,20,9603,325,1
1978,11,21,9961,326,2
1978,11,22,9566,327,3
1978,11,23,7926,328,4
1978,11,24,9053,329,5
1978,11,25,8290,330,6
1978,11,26,8081,331,7
1978,11,27,9835,332,1
1978,11,28,9826,333,2
1978,11,29,9452,334,3
1978,11,30,9410,335,4
1978,12,1,9614,336,5
1978,12,2,8544,337,6
1978,12,3,8211,338,7
1978,12,4,9779,339,1
1978,12,5,9895,340,2
1978,12,6,9419,341,3
1978,12,7,9497,342,4
1978,12,8,9417,343,5
1978,12,9,8347,344,6
1978,12,10,8104,345,7
1978,12,11,9697,346,1
1978,12,12,10072,347,2
1978,12,13,9532,348,3
1978,12,14,9539,349,4
1978,12,15,9963,350,5
1978,12,16,8522,351,6
1978,12,17,8186,352,7
1978,12,18,10213,353,1
1978,12,19,10617,354,2
1978,12,20,10005,355,3
1978,12,21,9418,356,4
1978,12,22,9028,357,5
1978,12,23,7952,358,6
1978,12,24,7974,359,7
1978,12,25,7860,360,1
1978,12,26,8911,361,2
1978,12,27,9924,362,3
1978,12,28,10190,363,4
1978,12,29,10413,364,5
1978,12,30,8487,365,6
1978,12,31,8038,366,7
1979,1,1,8221,1,1
1979,1,2,8855,2,2
1979,1,3,9351,3,3
1979,1,4,9429,4,4
1979,1,5,9586,5,5
1979,1,6,8570,6,6
1979,1,7,8013,7,7
1979,1,8,9524,8,1
1979,1,9,9310,9,2
1979,1,10,9416,10,3
1979,1,11,9409,11,4
1979,1,12,9670,12,5
1979,1,13,8649,13,6
1979,1,14,8173,14,7
1979,1,15,9554,15,1
1979,1,16,9805,16,2
1979,1,17,9513,17,3
1979,1,18,9495,18,4
1979,1,19,9875,19,5
1979,1,20,8478,20,6
1979,1,21,8019,21,7
1979,1,22,9705,22,1
1979,1,23,9794,23,2
1979,1,24,9556,24,3
1979,1,25,9656,25,4
1979,1,26,9809,26,5
1979,1,27,8372,27,6
1979,1,28,8235,28,7
1979,1,29,9732,29,1
1979,1,30,9520,30,2
1979,1,31,9576,31,3
1979,2,1,9335,32,4
1979,2,2,9895,33,5
1979,2,3,8588,34,6
1979,2,4,8193,35,7
1979,2,5,9562,36,1
1979,2,6,9835,37,2
1979,2,7,9642,38,3
1979,2,8,9577,39,4
1979,2,9,9675,40,5
1979,2,10,8576,41,6
1979,2,11,8194,42,7
1979,2,12,9663,43,1
1979,2,13,9663,44,2
1979,2,14,10038,45,3
1979,2,15,9725,46,4
1979,2,16,9823,47,5
1979,2,17,8416,48,6
1979,2,18,8195,49,7
1979,2,19,9279,50,1
1979,2,20,10052,51,2
1979,2,21,9776,52,3
1979,2,22,9697,53,4
1979,2,23,10100,54,5
1979,2,24,8625,55,6
1979,2,25,8259,56,7
1979,2,26,9567,57,1
1979,2,27,9751,58,2
1979,2,28,9662,59,3
1979,3,1,9814,61,4
1979,3,2,9753,62,5
1979,3,3,8731,63,6
1979,3,4,8228,64,7
1979,3,5,9697,65,1
1979,3,6,9667,66,2
1979,3,7,9603,67,3
1979,3,8,9779,68,4
1979,3,9,9817,69,5
1979,3,10,8531,70,6
1979,3,11,7930,71,7
1979,3,12,9624,72,1
1979,3,13,9569,73,2
1979,3,14,9629,74,3
1979,3,15,9550,75,4
1979,3,16,9676,76,5
1979,3,17,8533,77,6
1979,3,18,8191,78,7
1979,3,19,9701,79,1
1979,3,20,10110,80,2
1979,3,21,9704,81,3
1979,3,22,9597,82,4
1979,3,23,9779,83,5
1979,3,24,8563,84,6
1979,3,25,8056,85,7
1979,3,26,9514,86,1
1979,3,27,9937,87,2
1979,3,28,9825,88,3
1979,3,29,9622,89,4
1979,3,30,9856,90,5
1979,3,31,8472,91,6
1979,4,1,8126,92,7
1979,4,2,9406,93,1
1979,4,3,9592,94,2
1979,4,4,9527,95,3
1979,4,5,9517,96,4
1979,4,6,9605,97,5
1979,4,7,8130,98,6
1979,4,8,7841,99,7
1979,4,9,9647,100,1
1979,4,10,9689,101,2
1979,4,11,9500,102,3
1979,4,12,9592,103,4
1979,4,13,9070,104,5
1979,4,14,8207,105,6
1979,4,15,7615,106,7
1979,4,16,9349,107,1
1979,4,17,9777,108,2
1979,4,18,9495,109,3
1979,4,19,9248,110,4
1979,4,20,9629,111,5
1979,4,21,8197,112,6
1979,4,22,7921,113,7
1979,4,23,9534,114,1
1979,4,24,9842,115,2
1979,4,25,9635,116,3
1979,4,26,9335,117,4
1979,4,27,9564,118,5
1979,4,28,7953,119,6
1979,4,29,7497,120,7
1979,4,30,9518,121,1
1979,5,1,10096,122,2
1979,5,2,9618,123,3
1979,5,3,9555,124,4
1979,5,4,9583,125,5
1979,5,5,8164,126,6
1979,5,6,7909,127,7
1979,5,7,9752,128,1
1979,5,8,10007,129,2
1979,5,9,9722,130,3
1979,5,10,9778,131,4
1979,5,11,9854,132,5
1979,5,12,8274,133,6
1979,5,13,8069,134,7
1979,5,14,9482,135,1
1979,5,15,9779,136,2
1979,5,16,9539,137,3
1979,5,17,9401,138,4
1979,5,18,9538,139,5
1979,5,19,8350,140,6
1979,5,20,8081,141,7
1979,5,21,9737,142,1
1979,5,22,9772,143,2
1979,5,23,9781,144,3
1979,5,24,9745,145,4
1979,5,25,9858,146,5
1979,5,26,8364,147,6
1979,5,27,7945,148,7
1979,5,28,8394,149,1
1979,5,29,9835,150,2
1979,5,30,9854,151,3
1979,5,31,9723,152,4
1979,6,1,9887,153,5
1979,6,2,8549,154,6
1979,6,3,8190,155,7
1979,6,4,9771,156,1
1979,6,5,9851,157,2
1979,6,6,9841,158,3
1979,6,7,9722,159,4
1979,6,8,9589,160,5
1979,6,9,8331,161,6
1979,6,10,8309,162,7
1979,6,11,9603,163,1
1979,6,12,9820,164,2
1979,6,13,9546,165,3
1979,6,14,9798,166,4
1979,6,15,9815,167,5
1979,6,16,8661,168,6
1979,6,17,8175,169,7
1979,6,18,9732,170,1
1979,6,19,10014,171,2
1979,6,20,10091,172,3
1979,6,21,9768,173,4
1979,6,22,10007,174,5
1979,6,23,8485,175,6
1979,6,24,8132,176,7
1979,6,25,9572,177,1
1979,6,26,10116,178,2
1979,6,27,10081,179,3
1979,6,28,10086,180,4
1979,6,29,10253,181,5
1979,6,30,8923,182,6
1979,7,1,8563,183,7
1979,7,2,10075,184,1
1979,7,3,10516,185,2
1979,7,4,8708,186,3
1979,7,5,9946,187,4
1979,7,6,10353,188,5
1979,7,7,9017,189,6
1979,7,8,8624,190,7
1979,7,9,10555,191,1
1979,7,10,10793,192,2
1979,7,11,10368,193,3
1979,7,12,10729,194,4
1979,7,13,10710,195,5
1979,7,14,9344,196,6
1979,7,15,9012,197,7
1979,7,16,10481,198,1
1979,7,17,10827,199,2
1979,7,18,10531,200,3
1979,7,19,10456,201,4
1979,7,20,10668,202,5
1979,7,21,9148,203,6
1979,7,22,8873,204,7
1979,7,23,10605,205,1
1979,7,24,10851,206,2
1979,7,25,10737,207,3
1979,7,26,10663,208,4
1979,7,27,10800,209,5
1979,7,28,9418,210,6
1979,7,29,8894,211,7
1979,7,30,10534,212,1
1979,7,31,10842,213,2
1979,8,1,10876,214,3
1979,8,2,10692,215,4
1979,8,3,10797,216,5
1979,8,4,9427,217,6
1979,8,5,8887,218,7
1979,8,6,10653,219,1
1979,8,7,10853,220,2
1979,8,8,10830,221,3
1979,8,9,10570,222,4
1979,8,10,10834,223,5
1979,8,11,9286,224,6
1979,8,12,8721,225,7
1979,8,13,10096,226,1
1979,8,14,10934,227,2
1979,8,15,10490,228,3
1979,8,16,10386,229,4
1979,8,17,10398,230,5
1979,8,18,9241,231,6
1979,8,19,9196,232,7
1979,8,20,10660,233,1
1979,8,21,10910,234,2
1979,8,22,10565,235,3
1979,8,23,10700,236,4
1979,8,24,10571,237,5
1979,8,25,9325,238,6
1979,8,26,8924,239,7
1979,8,27,10577,240,1
1979,8,28,11049,241,2
1979,8,29,10534,242,3
1979,8,30,10646,243,4
1979,8,31,10873,244,5
1979,9,1,9124,245,6
1979,9,2,8738,246,7
1979,9,3,8991,247,1
1979,9,4,10494,248,2
1979,9,5,11026,249,3
1979,9,6,10796,250,4
1979,9,7,10741,251,5
1979,9,8,9160,252,6
1979,9,9,8970,253,7
1979,9,10,10577,254,1
1979,9,11,11081,255,2
1979,9,12,10598,256,3
1979,9,13,10685,257,4
1979,9,14,10994,258,5
1979,9,15,9368,259,6
1979,9,16,9225,260,7
1979,9,17,10804,261,1
1979,9,18,11185,262,2
1979,9,19,11043,263,3
1979,9,20,10699,264,4
1979,9,21,10911,265,5
1979,9,22,9383,266,6
1979,9,23,9141,267,7
1979,9,24,10954,268,1
1979,9,25,11061,269,2
1979,9,26,10807,270,3
1979,9,27,11013,271,4
1979,9,28,10915,272,5
1979,9,29,9542,273,6
1979,9,30,9112,274,7
1979,10,1,10475,275,1
1979,10,2,10911,276,2
1979,10,3,10597,277,3
1979,10,4,10314,278,4
1979,10,5,10600,279,5
1979,10,6,9138,280,6
1979,10,7,8618,281,7
1979,10,8,10043,282,1
1979,10,9,10350,283,2
1979,10,10,10199,284,3
1979,10,11,10106,285,4
1979,10,12,10421,286,5
1979,10,13,8964,287,6
1979,10,14,8482,288,7
1979,10,15,10164,289,1
1979,10,16,10256,290,2
1979,10,17,10007,291,3
1979,10,18,9774,292,4
1979,10,19,10233,293,5
1979,10,20,8691,294,6
1979,10,21,8654,295,7
1979,10,22,10246,296,1
1979,10,23,10197,297,2
1979,10,24,9984,298,3
1979,10,25,9906,299,4
1979,10,26,9987,300,5
1979,10,27,8573,301,6
1979,10,28,8598,302,7
1979,10,29,9920,303,1
1979,10,30,10502,304,2
1979,10,31,9684,305,3
1979,11,1,9919,306,4
1979,11,2,10174,307,5
1979,11,3,8630,308,6
1979,11,4,8252,309,7
1979,11,5,10056,310,1
1979,11,6,10276,311,2
1979,11,7,9966,312,3
1979,11,8,10108,313,4
1979,11,9,10102,314,5
1979,11,10,8799,315,6
1979,11,11,8760,316,7
1979,11,12,9894,317,1
1979,11,13,10451,318,2
1979,11,14,10150,319,3
1979,11,15,10181,320,4
1979,11,16,10272,321,5
1979,11,17,8696,322,6
1979,11,18,8399,323,7
1979,11,19,10355,324,1
1979,11,20,10765,325,2
1979,11,21,10043,326,3
1979,11,22,8164,327,4
1979,11,23,9480,328,5
1979,11,24,8774,329,6
1979,11,25,8342,330,7
1979,11,26,10009,331,1
1979,11,27,10274,332,2
1979,11,28,9988,333,3
1979,11,29,9720,334,4
1979,11,30,9758,335,5
1979,12,1,8343,336,6
1979,12,2,8430,337,7
1979,12,3,9642,338,1
1979,12,4,10282,339,2
1979,12,5,9932,340,3
